Market,Store Number,Release Date
389,962,7/10/2025
505,964,7/10/2025
375,966,7/10/2025
104,967,7/10/2025
116,968,7/10/2025
92,973,7/10/2025
92,974,7/10/2025
98,977,7/10/2025
378,980,7/10/2025
376,984,7/10/2025
388,986,7/10/2025
105,987,7/10/2025
104,988,7/10/2025
104,994,7/10/2025
251,995,7/10/2025
251,996,7/10/2025
389,1001,7/10/2025
580,1002,7/10/2025
115,1004,7/10/2025
27,1006,7/10/2025
378,1008,7/10/2025
309,1010,7/10/2025
29,1011,7/10/2025
251,1013,7/10/2025
505,1015,7/10/2025
36,1017,7/10/2025
28,1018,7/10/2025
389,1019,7/10/2025
311,1023,7/10/2025
30,1024,7/10/2025
580,1026,7/10/2025
306,1027,7/10/2025
95,1029,7/10/2025
42,1030,7/10/2025
243,1033,7/10/2025
305,1034,7/10/2025
42,1035,7/10/2025
294,1036,7/10/2025
33,1037,7/10/2025
304,1039,7/10/2025
379,1045,7/10/2025
20,1047,7/10/2025
257,1048,7/10/2025
242,1053,7/10/2025
388,1058,7/10/2025
304,1060,7/10/2025
28,1061,7/10/2025
304,1064,7/10/2025
92,1068,7/10/2025
18,1070,7/10/2025
27,1072,7/10/2025
32,1076,7/10/2025
97,1077,7/10/2025
94,1079,7/10/2025
124,1080,7/10/2025
93,1081,7/10/2025
98,1082,7/10/2025
101,1083,7/10/2025
91,1084,7/10/2025
104,1085,7/10/2025
90,1086,7/10/2025
107,1087,7/10/2025
101,1090,7/10/2025
388,1095,7/10/2025
304,1096,7/10/2025
309,1097,7/10/2025
95,1104,7/10/2025
21,1111,7/10/2025
16,1112,7/10/2025
258,1113,7/10/2025
105,1119,7/10/2025
21,1121,7/10/2025
18,1122,7/10/2025
35,1123,7/10/2025
39,1130,7/10/2025
304,1131,7/10/2025
298,1132,7/10/2025
306,1133,7/10/2025
38,1135,7/10/2025
259,1139,7/10/2025
259,1140,7/10/2025
249,1141,7/10/2025
243,1142,7/10/2025
30,1143,7/10/2025
42,1144,7/10/2025
36,1146,7/10/2025
367,1149,7/10/2025
32,1153,7/10/2025
310,1155,7/10/2025
306,1156,7/10/2025
243,1157,7/10/2025
123,1159,7/10/2025
243,1160,7/10/2025
580,1162,7/10/2025
41,1164,7/10/2025
256,1165,7/10/2025
300,1166,7/10/2025
256,1170,7/10/2025
115,1171,7/10/2025
98,1172,7/10/2025
98,1173,7/10/2025
364,1175,7/10/2025
294,1179,7/10/2025
243,1180,7/10/2025
26,1181,7/10/2025
94,1182,7/10/2025
41,1183,7/10/2025
23,1184,7/10/2025
258,1189,7/10/2025
257,1190,7/10/2025
296,1191,7/10/2025
121,1194,7/10/2025
301,1197,7/10/2025
388,1199,7/10/2025
391,1200,7/10/2025
114,1203,7/10/2025
101,1205,7/10/2025
305,1209,7/10/2025
260,1210,7/10/2025
95,1213,7/10/2025
120,1215,7/10/2025
294,1217,7/10/2025
366,1218,7/10/2025
101,1219,7/10/2025
90,1220,7/10/2025
97,1223,7/10/2025
101,1225,7/10/2025
30,1227,7/10/2025
364,1230,7/10/2025
379,1231,7/10/2025
258,1233,7/10/2025
257,1234,7/10/2025
302,1236,7/10/2025
299,1237,7/10/2025
310,1238,7/10/2025
217,1239,7/10/2025
367,1240,7/10/2025
294,1242,7/10/2025
312,1243,7/10/2025
35,1244,7/10/2025
114,1245,7/10/2025
258,1247,7/10/2025
380,1252,7/10/2025
309,1255,7/10/2025
258,1259,7/10/2025
310,1261,7/10/2025
222,1264,7/10/2025
300,1268,7/10/2025
39,1270,7/10/2025
389,1273,7/10/2025
482,1275,7/10/2025
388,1280,7/10/2025
42,1281,7/10/2025
93,1283,7/10/2025
16,1284,7/10/2025
41,1286,7/10/2025
296,1287,7/10/2025
296,1288,7/10/2025
221,1289,7/10/2025
304,1290,7/10/2025
367,1291,7/10/2025
312,1292,7/10/2025
30,1293,7/10/2025
247,1294,7/10/2025
93,1297,7/10/2025
302,1298,7/10/2025
364,1299,7/10/2025
302,1300,7/10/2025
312,1301,7/10/2025
311,1302,7/10/2025
247,1304,7/10/2025
387,1306,7/10/2025
380,1308,7/10/2025
312,1309,7/10/2025
251,1310,7/10/2025
16,1311,7/10/2025
310,1312,7/10/2025
24,1314,7/10/2025
381,1315,7/10/2025
294,1317,7/10/2025
122,1318,7/10/2025
122,1319,7/10/2025
122,1320,7/10/2025
299,1321,7/10/2025
308,1322,7/10/2025
366,1324,7/10/2025
366,1325,7/10/2025
242,1327,7/10/2025
364,1328,7/10/2025
246,1329,7/10/2025
222,1330,7/10/2025
239,1331,7/10/2025
222,1333,7/10/2025
372,1334,7/10/2025
315,1335,7/10/2025
311,1336,7/10/2025
304,1337,7/10/2025
16,1338,7/10/2025
41,1339,7/10/2025
25,1340,7/10/2025
315,1344,7/10/2025
314,1345,7/10/2025
300,1348,7/10/2025
109,1349,7/10/2025
315,1350,7/10/2025
317,1351,7/10/2025
300,1352,7/10/2025
301,1354,7/10/2025
302,1355,7/10/2025
251,1356,7/10/2025
387,1357,7/10/2025
33,1358,7/10/2025
36,1359,7/10/2025
317,1360,7/10/2025
21,1363,7/10/2025
365,1364,7/10/2025
32,1367,7/10/2025
218,1368,7/10/2025
364,1369,7/10/2025
365,1370,7/10/2025
580,1371,7/10/2025
299,1372,7/10/2025
23,1373,7/10/2025
91,1374,7/10/2025
97,1375,7/10/2025
247,1378,7/10/2025
301,1379,7/10/2025
375,1380,7/10/2025
372,1381,7/10/2025
39,1382,7/10/2025
33,1383,7/10/2025
389,1384,7/10/2025
305,1385,7/10/2025
108,1387,7/10/2025
248,1388,7/10/2025
111,1390,7/10/2025
94,1391,7/10/2025
300,1392,7/10/2025
384,1397,7/10/2025
108,1398,7/10/2025
314,1399,7/10/2025
21,1400,7/10/2025
18,1403,7/10/2025
286,1406,7/10/2025
221,1407,7/10/2025
97,1408,7/10/2025
223,1410,7/10/2025
366,1411,7/10/2025
381,1412,7/10/2025
384,1414,7/10/2025
207,1416,7/10/2025
364,1417,7/10/2025
248,1419,7/10/2025
204,1422,7/10/2025
203,1423,7/10/2025
290,1424,7/10/2025
247,1425,7/10/2025
259,1426,7/10/2025
218,1427,7/10/2025
204,1428,7/10/2025
213,1429,7/10/2025
204,1432,7/10/2025
222,1433,7/10/2025
391,1434,7/10/2025
107,1436,7/10/2025
405,1438,7/10/2025
405,1439,7/10/2025
403,1440,7/10/2025
221,1441,7/10/2025
405,1442,7/10/2025
221,1443,7/10/2025
98,1444,7/10/2025
213,1445,7/10/2025
213,1448,7/10/2025
316,1450,7/10/2025
309,1452,7/10/2025
381,1456,7/10/2025
381,1457,7/10/2025
120,1458,7/10/2025
249,1459,7/10/2025
381,1461,7/10/2025
223,1463,7/10/2025
305,1464,7/10/2025
314,1465,7/10/2025
122,1466,7/10/2025
119,1469,7/10/2025
365,1474,7/10/2025
243,1476,7/10/2025
317,1477,7/10/2025
259,1478,7/10/2025
239,1480,7/10/2025
112,1482,7/10/2025
382,1485,7/10/2025
314,1486,7/10/2025
22,1488,7/10/2025
376,1492,7/10/2025
223,1495,7/10/2025
298,1498,7/10/2025
317,1499,7/10/2025
112,1501,7/10/2025
301,1502,7/10/2025
223,1503,7/10/2025
223,1504,7/10/2025
258,1505,7/10/2025
382,1508,7/10/2025
225,1510,7/10/2025
553,1511,7/10/2025
371,1512,7/10/2025
111,1513,7/10/2025
108,1517,7/10/2025
482,1518,7/10/2025
218,1519,7/10/2025
225,1521,7/10/2025
320,1522,7/10/2025
290,1523,7/10/2025
290,1524,7/10/2025
287,1525,7/10/2025
301,1527,7/10/2025
233,1529,7/10/2025
369,1532,7/10/2025
369,1533,7/10/2025
111,1536,7/10/2025
234,1537,7/10/2025
213,1539,7/10/2025
201,1540,7/10/2025
107,1541,7/10/2025
196,1542,7/10/2025
429,1543,7/10/2025
320,1544,7/10/2025
246,1547,7/10/2025
368,1549,7/10/2025
388,1550,7/10/2025
308,1552,7/10/2025
482,1557,7/10/2025
298,1558,7/10/2025
394,1559,7/10/2025
396,1560,7/10/2025
218,1564,7/10/2025
247,1566,7/10/2025
382,1567,7/10/2025
229,1568,7/10/2025
259,1569,7/10/2025
248,1570,7/10/2025
582,1572,7/10/2025
405,1573,7/10/2025
24,1578,7/10/2025
296,1579,7/10/2025
249,1580,7/10/2025
396,1584,7/10/2025
26,1586,7/10/2025
108,1589,7/10/2025
553,1590,7/10/2025
234,1591,7/10/2025
205,1592,7/10/2025
202,1593,7/10/2025
219,1594,7/10/2025
217,1595,7/10/2025
370,1598,7/10/2025
482,1601,7/10/2025
39,1603,7/10/2025
429,1604,7/10/2025
119,1606,7/10/2025
237,1607,7/10/2025
195,1610,7/10/2025
205,1611,7/10/2025
366,1612,7/10/2025
308,1613,7/10/2025
297,1614,7/10/2025
381,1617,7/10/2025
192,1619,7/10/2025
213,1622,7/10/2025
226,1623,7/10/2025
213,1628,7/10/2025
251,1629,7/10/2025
288,1631,7/10/2025
247,1639,7/10/2025
237,1640,7/10/2025
301,1641,7/10/2025
202,1642,7/10/2025
232,1644,7/10/2025
372,1646,7/10/2025
248,1647,7/10/2025
455,1648,7/10/2025
312,1652,7/10/2025
320,1653,7/10/2025
482,1655,7/10/2025
228,1656,7/10/2025
30,1658,7/10/2025
379,1659,7/10/2025
302,1661,7/10/2025
304,1662,7/10/2025
294,1663,7/10/2025
299,1664,7/10/2025
239,1665,7/10/2025
309,1666,7/10/2025
247,1667,7/10/2025
168,1670,7/10/2025
192,1673,7/10/2025
280,1674,7/10/2025
256,1675,7/10/2025
189,1677,7/10/2025
110,1680,7/10/2025
288,1682,7/10/2025
237,1684,7/10/2025
403,1686,7/10/2025
288,1687,7/10/2025
289,1688,7/10/2025
376,1689,7/10/2025
124,1694,7/10/2025
183,1698,7/10/2025
401,1699,7/10/2025
92,1702,7/10/2025
280,1703,7/10/2025
191,1705,7/10/2025
208,1707,7/10/2025
401,1708,7/10/2025
248,1709,7/10/2025
111,1712,7/10/2025
320,1714,7/10/2025
285,1715,7/10/2025
508,1716,7/10/2025
508,1717,7/10/2025
222,1718,7/10/2025
204,1719,7/10/2025
23,1720,7/10/2025
216,1724,7/10/2025
315,1726,7/10/2025
246,1728,7/10/2025
239,1729,7/10/2025
287,1730,7/10/2025
192,1731,7/10/2025
203,1733,7/10/2025
284,1736,7/10/2025
235,1739,7/10/2025
284,1741,7/10/2025
165,1742,7/10/2025
258,1743,7/10/2025
192,1744,7/10/2025
239,1745,7/10/2025
371,1746,7/10/2025
33,1748,7/10/2025
183,1749,7/10/2025
222,1750,7/10/2025
297,1751,7/10/2025
204,1752,7/10/2025
203,1754,7/10/2025
239,1758,7/10/2025
288,1759,7/10/2025
157,1762,7/10/2025
311,1763,7/10/2025
231,1765,7/10/2025
24,1766,7/10/2025
37,1767,7/10/2025
582,1768,7/10/2025
237,1769,7/10/2025
229,1770,7/10/2025
202,1771,7/10/2025
288,1773,7/10/2025
310,1774,7/10/2025
168,1777,7/10/2025
381,1778,7/10/2025
315,1780,7/10/2025
190,1781,7/10/2025
216,1782,7/10/2025
184,1785,7/10/2025
183,1788,7/10/2025
197,1790,7/10/2025
200,1791,7/10/2025
237,1792,7/10/2025
232,1794,7/10/2025
294,1795,7/10/2025
184,1796,7/10/2025
179,1797,7/10/2025
205,1798,7/10/2025
248,1804,7/10/2025
189,1806,7/10/2025
558,1807,7/10/2025
388,1808,7/10/2025
202,1809,7/10/2025
164,1810,7/10/2025
289,1811,7/10/2025
215,1812,7/10/2025
192,1813,7/10/2025
297,1816,7/10/2025
229,1820,7/10/2025
306,1821,7/10/2025
801,1822,7/10/2025
234,1823,7/10/2025
286,1825,7/10/2025
582,1827,7/10/2025
38,1829,7/10/2025
191,1830,7/10/2025
191,1831,7/10/2025
291,1833,7/10/2025
190,1835,7/10/2025
202,1836,7/10/2025
394,1838,7/10/2025
214,1839,7/10/2025
289,1841,7/10/2025
298,1842,7/10/2025
109,1845,7/10/2025
366,1846,7/10/2025
93,1847,7/10/2025
308,1849,7/10/2025
234,1850,7/10/2025
109,1851,7/10/2025
291,1852,7/10/2025
811,1854,7/10/2025
179,1856,7/10/2025
209,1857,7/10/2025
284,1860,7/10/2025
209,1863,7/10/2025
180,1866,7/10/2025
293,1867,7/10/2025
180,1868,7/10/2025
558,1869,7/10/2025
187,1871,7/10/2025
383,1872,7/10/2025
161,1873,7/10/2025
118,1874,7/10/2025
282,1875,7/10/2025
400,1878,7/10/2025
229,1883,7/10/2025
226,1884,7/10/2025
229,1885,7/10/2025
234,1886,7/10/2025
232,1887,7/10/2025
401,1888,7/10/2025
285,1890,7/10/2025
162,1891,7/10/2025
508,1893,7/10/2025
215,1894,7/10/2025
215,1895,7/10/2025
391,1896,7/10/2025
400,1900,7/10/2025
383,1901,7/10/2025
400,1902,7/10/2025
292,1904,7/10/2025
400,1905,7/10/2025
160,1906,7/10/2025
184,1907,7/10/2025
195,1909,7/10/2025
215,1911,7/10/2025
207,1913,7/10/2025
108,1916,7/10/2025
156,1918,7/10/2025
179,1919,7/10/2025
178,1921,7/10/2025
200,1923,7/10/2025
179,1924,7/10/2025
191,1926,7/10/2025
209,1927,7/10/2025
205,1928,7/10/2025
184,1930,7/10/2025
179,1932,7/10/2025
314,1934,7/10/2025
231,1935,7/10/2025
196,1936,7/10/2025
216,1937,7/10/2025
180,1939,7/10/2025
188,1940,7/10/2025
200,1942,7/10/2025
226,1945,7/10/2025
187,1946,7/10/2025
227,1948,7/10/2025
194,1949,7/10/2025
301,1950,7/10/2025
297,1953,7/10/2025
183,1954,7/10/2025
382,1956,7/10/2025
105,1957,7/10/2025
164,1959,7/10/2025
112,1960,7/10/2025
225,1961,7/10/2025
246,1962,7/10/2025
161,1964,7/10/2025
194,1966,7/10/2025
154,1967,7/10/2025
281,1968,7/10/2025
290,1969,7/10/2025
159,1970,7/10/2025
194,1973,7/10/2025
179,1974,7/10/2025
181,1975,7/10/2025
190,1976,7/10/2025
178,1977,7/10/2025
247,1978,7/10/2025
162,1980,7/10/2025
508,1981,7/10/2025
154,1984,7/10/2025
283,1985,7/10/2025
213,1986,7/10/2025
205,1987,7/10/2025
217,1990,7/10/2025
251,1991,7/10/2025
195,1993,7/10/2025
187,1994,7/10/2025
400,1995,7/10/2025
553,1996,7/10/2025
188,1997,7/10/2025
301,2000,7/10/2025
174,2003,7/10/2025
306,2005,7/10/2025
229,2008,7/10/2025
281,2009,7/10/2025
201,2010,7/10/2025
156,2012,7/10/2025
179,2013,7/10/2025
204,2014,7/10/2025
292,2015,7/10/2025
235,2019,7/10/2025
160,2021,7/10/2025
162,2022,7/10/2025
233,2023,7/10/2025
226,2024,7/10/2025
801,2026,7/10/2025
320,2027,7/10/2025
239,2035,7/10/2025
317,2036,7/10/2025
292,2038,7/10/2025
558,2040,7/10/2025
284,2041,7/10/2025
194,2043,7/10/2025
281,2045,7/10/2025
180,2046,7/10/2025
179,2047,7/10/2025
237,2049,7/10/2025
396,2050,7/10/2025
405,2051,7/10/2025
183,2055,7/10/2025
188,2056,7/10/2025
184,2057,7/10/2025
297,2058,7/10/2025
231,2059,7/10/2025
201,2061,7/10/2025
201,2062,7/10/2025
208,2063,7/10/2025
164,2064,7/10/2025
122,2065,7/10/2025
811,2067,7/10/2025
170,2068,7/10/2025
801,2072,7/10/2025
214,2073,7/10/2025
216,2078,7/10/2025
196,2079,7/10/2025
202,2080,7/10/2025
111,2081,7/10/2025
320,2083,7/10/2025
383,2084,7/10/2025
811,2085,7/10/2025
194,2088,7/10/2025
311,2089,7/10/2025
174,2090,7/10/2025
110,2091,7/10/2025
187,2092,7/10/2025
189,2093,7/10/2025
160,2095,7/10/2025
170,2096,7/10/2025
188,2097,7/10/2025
219,2098,7/10/2025
196,2100,7/10/2025
200,2102,7/10/2025
159,2103,7/10/2025
164,2104,7/10/2025
392,2106,7/10/2025
195,2107,7/10/2025
165,2108,7/10/2025
165,2109,7/10/2025
372,2112,7/10/2025
370,2113,7/10/2025
216,2115,7/10/2025
187,2116,7/10/2025
156,2118,7/10/2025
190,2120,7/10/2025
159,2122,7/10/2025
223,2124,7/10/2025
380,2125,7/10/2025
159,2128,7/10/2025
237,2129,7/10/2025
183,2130,7/10/2025
306,2134,7/10/2025
190,2135,7/10/2025
291,2136,7/10/2025
296,2137,7/10/2025
181,2138,7/10/2025
157,2139,7/10/2025
180,2140,7/10/2025
166,2141,7/10/2025
179,2143,7/10/2025
163,2144,7/10/2025
168,2145,7/10/2025
189,2146,7/10/2025
383,2147,7/10/2025
216,2149,7/10/2025
109,2151,7/10/2025
188,2152,7/10/2025
183,2153,7/10/2025
24,2154,7/10/2025
156,2155,7/10/2025
171,2156,7/10/2025
160,2157,7/10/2025
156,2158,7/10/2025
194,2159,7/10/2025
290,2160,7/10/2025
173,2163,7/10/2025
194,2164,7/10/2025
191,2166,7/10/2025
167,2167,7/10/2025
232,2169,7/10/2025
162,2170,7/10/2025
154,2174,7/10/2025
107,2176,7/10/2025
179,2178,7/10/2025
157,2180,7/10/2025
180,2183,7/10/2025
160,2184,7/10/2025
232,2185,7/10/2025
392,2189,7/10/2025
207,2191,7/10/2025
436,2192,7/10/2025
227,2193,7/10/2025
283,2194,7/10/2025
178,2195,7/10/2025
208,2197,7/10/2025
235,2199,7/10/2025
162,2200,7/10/2025
505,2201,7/10/2025
180,2202,7/10/2025
233,2205,7/10/2025
403,2207,7/10/2025
226,2208,7/10/2025
216,2209,7/10/2025
195,2210,7/10/2025
208,2211,7/10/2025
41,2214,7/10/2025
157,2222,7/10/2025
585,2223,7/10/2025
181,2224,7/10/2025
161,2225,7/10/2025
159,2227,7/10/2025
154,2228,7/10/2025
237,2230,7/10/2025
173,2232,7/10/2025
280,2233,7/10/2025
189,2234,7/10/2025
167,2236,7/10/2025
118,2237,7/10/2025
200,2238,7/10/2025
801,2240,7/10/2025
316,2244,7/10/2025
299,2247,7/10/2025
293,2248,7/10/2025
221,2250,7/10/2025
168,2252,7/10/2025
165,2254,7/10/2025
232,2255,7/10/2025
296,2256,7/10/2025
283,2258,7/10/2025
383,2259,7/10/2025
161,2261,7/10/2025
190,2262,7/10/2025
167,2263,7/10/2025
35,2265,7/10/2025
214,2266,7/10/2025
156,2267,7/10/2025
375,2270,7/10/2025
285,2272,7/10/2025
205,2273,7/10/2025
225,2275,7/10/2025
228,2278,7/10/2025
282,2279,7/10/2025
235,2281,7/10/2025
162,2282,7/10/2025
161,2283,7/10/2025
173,2284,7/10/2025
189,2285,7/10/2025
171,2286,7/10/2025
229,2287,7/10/2025
154,2289,7/10/2025
585,2293,7/10/2025
174,2294,7/10/2025
287,2295,7/10/2025
163,2299,7/10/2025
227,2300,7/10/2025
811,2302,7/10/2025
403,2307,7/10/2025
221,2309,7/10/2025
122,2310,7/10/2025
247,2311,7/10/2025
312,2312,7/10/2025
209,2313,7/10/2025
214,2316,7/10/2025
231,2318,7/10/2025
215,2323,7/10/2025
194,2326,7/10/2025
497,2328,7/10/2025
156,2329,7/10/2025
183,2330,7/10/2025
162,2331,7/10/2025
181,2332,7/10/2025
233,2334,7/10/2025
159,2336,7/10/2025
312,2337,7/10/2025
196,2338,7/10/2025
246,2339,7/10/2025
233,2340,7/10/2025
159,2341,7/10/2025
811,2346,7/10/2025
33,2348,7/10/2025
207,2350,7/10/2025
188,2351,7/10/2025
205,2354,7/10/2025
195,2355,7/10/2025
280,2357,7/10/2025
196,2358,7/10/2025
209,2359,7/10/2025
215,2361,7/10/2025
209,2362,7/10/2025
174,2365,7/10/2025
160,2366,7/10/2025
174,2368,7/10/2025
181,2369,7/10/2025
188,2370,7/10/2025
163,2371,7/10/2025
161,2373,7/10/2025
154,2386,7/10/2025
114,2387,7/10/2025
239,2388,7/10/2025
548,2391,7/10/2025
102,2392,7/10/2025
488,2396,7/10/2025
183,2398,7/10/2025
184,2399,7/10/2025
218,2400,7/10/2025
400,2402,7/10/2025
194,2405,7/10/2025
488,2406,7/10/2025
293,2412,7/10/2025
500,2414,7/10/2025
196,2417,7/10/2025
285,2419,7/10/2025
235,2420,7/10/2025
801,2423,7/10/2025
187,2424,7/10/2025
217,2426,7/10/2025
223,2429,7/10/2025
282,2435,7/10/2025
293,2436,7/10/2025
286,2437,7/10/2025
291,2438,7/10/2025
294,2440,7/10/2025
225,2441,7/10/2025
189,2444,7/10/2025
170,2445,7/10/2025
170,2446,7/10/2025
225,2447,7/10/2025
801,2449,7/10/2025
570,2451,7/10/2025
392,2453,7/10/2025
383,2455,7/10/2025
115,2459,7/10/2025
285,2460,7/10/2025
497,2465,7/10/2025
217,2471,7/10/2025
308,2472,7/10/2025
320,2474,7/10/2025
25,2475,7/10/2025
226,2480,7/10/2025
232,2481,7/10/2025
372,2482,7/10/2025
394,2483,7/10/2025
118,2484,7/10/2025
474,2485,7/10/2025
200,2493,7/10/2025
124,2496,7/10/2025
174,2497,7/10/2025
96,2499,7/10/2025
811,2501,7/10/2025
231,2502,7/10/2025
174,2503,7/10/2025
188,2504,7/10/2025
208,2506,7/10/2025
399,2508,7/10/2025
582,2511,7/10/2025
369,2512,7/10/2025
18,2513,7/10/2025
285,2514,7/10/2025
370,2515,7/10/2025
178,2518,7/10/2025
233,2519,7/10/2025
291,2520,7/10/2025
196,2522,7/10/2025
232,2528,7/10/2025
289,2529,7/10/2025
181,2530,7/10/2025
164,2531,7/10/2025
232,2535,7/10/2025
229,2540,7/10/2025
208,2541,7/10/2025
222,2542,7/10/2025
226,2543,7/10/2025
164,2547,7/10/2025
316,2548,7/10/2025
280,2551,7/10/2025
368,2554,7/10/2025
284,2555,7/10/2025
206,2558,7/10/2025
206,2559,7/10/2025
285,2560,7/10/2025
228,2561,7/10/2025
406,2562,7/10/2025
580,2563,7/10/2025
286,2564,7/10/2025
315,2565,7/10/2025
280,2566,7/10/2025
200,2567,7/10/2025
218,2572,7/10/2025
234,2574,7/10/2025
316,2576,7/10/2025
281,2577,7/10/2025
429,2579,7/10/2025
300,2580,7/10/2025
191,2581,7/10/2025
174,2582,7/10/2025
172,2583,7/10/2025
23,2584,7/10/2025
173,2585,7/10/2025
195,2586,7/10/2025
227,2588,7/10/2025
109,2591,7/10/2025
394,2592,7/10/2025
396,2593,7/10/2025
228,2597,7/10/2025
229,2603,7/10/2025
174,2604,7/10/2025
218,2605,7/10/2025
383,2607,7/10/2025
382,2608,7/10/2025
316,2610,7/10/2025
235,2611,7/10/2025
505,2612,7/10/2025
213,2613,7/10/2025
168,2614,7/10/2025
27,2615,7/10/2025
399,2617,7/10/2025
203,2618,7/10/2025
204,2619,7/10/2025
202,2620,7/10/2025
101,2626,7/10/2025
112,2627,7/10/2025
260,2628,7/10/2025
156,2629,7/10/2025
28,2630,7/10/2025
197,2631,7/10/2025
510,2632,7/10/2025
175,2633,7/10/2025
180,2634,7/10/2025
164,2637,7/10/2025
259,2638,7/10/2025
181,2639,7/10/2025
157,2640,7/10/2025
168,2641,7/10/2025
204,2644,7/10/2025
314,2645,7/10/2025
317,2646,7/10/2025
286,2647,7/10/2025
170,2650,7/10/2025
175,2651,7/10/2025
384,2652,7/10/2025
71,2653,7/10/2025
375,2656,7/10/2025
183,2659,7/10/2025
157,2660,7/10/2025
317,2662,7/10/2025
231,2663,7/10/2025
231,2664,7/10/2025
373,2671,7/10/2025
389,2672,7/10/2025
228,2674,7/10/2025
201,2678,7/10/2025
247,2679,7/10/2025
180,2681,7/10/2025
181,2682,7/10/2025
154,2683,7/10/2025
216,2684,7/10/2025
35,2687,7/10/2025
243,2691,7/10/2025
206,2692,7/10/2025
205,2693,7/10/2025
89,2695,7/10/2025
320,2696,7/10/2025
497,2699,7/10/2025
203,2700,7/10/2025
38,2703,7/10/2025
298,2704,7/10/2025
314,2705,7/10/2025
37,2712,7/10/2025
163,2719,7/10/2025
801,2721,7/10/2025
217,2725,7/10/2025
219,2726,7/10/2025
110,2727,7/10/2025
378,2729,7/10/2025
301,2730,7/10/2025
497,2731,7/10/2025
22,2732,7/10/2025
32,2733,7/10/2025
104,2740,7/10/2025
537,2744,7/10/2025
537,2745,7/10/2025
161,2747,7/10/2025
124,2749,7/10/2025
380,2751,7/10/2025
585,2752,7/10/2025
18,2753,7/10/2025
30,2754,7/10/2025
280,2756,7/10/2025
181,2758,7/10/2025
311,2761,7/10/2025
312,2762,7/10/2025
372,2766,7/10/2025
372,2767,7/10/2025
371,2768,7/10/2025
246,2771,7/10/2025
300,2772,7/10/2025
546,2773,7/10/2025
217,2774,7/10/2025
368,2777,7/10/2025
373,2778,7/10/2025
399,2780,7/10/2025
399,2781,7/10/2025
400,2782,7/10/2025
260,2783,7/10/2025
192,2785,7/10/2025
482,2786,7/10/2025
249,2787,7/10/2025
482,2788,7/10/2025
108,2789,7/10/2025
280,2790,7/10/2025
285,2791,7/10/2025
316,2792,7/10/2025
308,2793,7/10/2025
405,2794,7/10/2025
287,2795,7/10/2025
111,2796,7/10/2025
154,2797,7/10/2025
508,2799,7/10/2025
546,2801,7/10/2025
314,2805,7/10/2025
42,2806,7/10/2025
315,2807,7/10/2025
290,2808,7/10/2025
320,2809,7/10/2025
316,2810,7/10/2025
21,2811,7/10/2025
110,2814,7/10/2025
248,2819,7/10/2025
290,2821,7/10/2025
216,2823,7/10/2025
175,2825,7/10/2025
166,2830,7/10/2025
400,2831,7/10/2025
29,2832,7/10/2025
320,2833,7/10/2025
299,2836,7/10/2025
396,2838,7/10/2025
538,2839,7/10/2025
496,2840,7/10/2025
558,2841,7/10/2025
95,2843,7/10/2025
188,2844,7/10/2025
296,2845,7/10/2025
316,2849,7/10/2025
293,2850,7/10/2025
216,2852,7/10/2025
508,2853,7/10/2025
162,2854,7/10/2025
546,2858,7/10/2025
192,2859,7/10/2025
29,2860,7/10/2025
399,2861,7/10/2025
399,2862,7/10/2025
203,2866,7/10/2025
203,2867,7/10/2025
203,2869,7/10/2025
516,2870,7/10/2025
558,2871,7/10/2025
197,2872,7/10/2025
206,2873,7/10/2025
189,2874,7/10/2025
90,2881,7/10/2025
394,2884,7/10/2025
161,2885,7/10/2025
516,2887,7/10/2025
233,2888,7/10/2025
32,2890,7/10/2025
376,2892,7/10/2025
320,2894,7/10/2025
163,2897,7/10/2025
162,2898,7/10/2025
163,2899,7/10/2025
163,2900,7/10/2025
154,2901,7/10/2025
159,2902,7/10/2025
157,2903,7/10/2025
159,2904,7/10/2025
164,2905,7/10/2025
171,2906,7/10/2025
103,2907,7/10/2025
309,2908,7/10/2025
228,2909,7/10/2025
208,2910,7/10/2025
191,2911,7/10/2025
197,2912,7/10/2025
215,2914,7/10/2025
171,2915,7/10/2025
172,2916,7/10/2025
171,2917,7/10/2025
101,2920,7/10/2025
401,2921,7/10/2025
366,2922,7/10/2025
382,2923,7/10/2025
384,2924,7/10/2025
36,2928,7/10/2025
310,2929,7/10/2025
103,2930,7/10/2025
285,2931,7/10/2025
122,2932,7/10/2025
317,2933,7/10/2025
24,2941,7/10/2025
549,2944,7/10/2025
167,2945,7/10/2025
109,2946,7/10/2025
160,2953,7/10/2025
173,2954,7/10/2025
206,2959,7/10/2025
108,2962,7/10/2025
108,2963,7/10/2025
156,2964,7/10/2025
163,2965,7/10/2025
215,2966,7/10/2025
225,2967,7/10/2025
242,2968,7/10/2025
109,2987,7/10/2025
120,2988,7/10/2025
190,2992,7/10/2025
488,3011,7/10/2025
548,3013,7/10/2025
389,3018,7/10/2025
490,3019,7/10/2025
283,3035,7/10/2025
9,3049,7/10/2025
102,3066,7/10/2025
23,3067,7/10/2025
554,3070,7/10/2025
554,3071,7/10/2025
554,3072,7/10/2025
554,3074,7/10/2025
292,3077,7/10/2025
175,3078,7/10/2025
490,3082,7/10/2025
490,3083,7/10/2025
399,3093,7/10/2025
557,3094,7/10/2025
488,3104,7/10/2025
157,3114,7/10/2025
